ranking_year,ranking_category,institute_id,institute_name,city,state,score,rank
2022,Overall,IR-O-U-0305,"Indian Institute of Science Education & Research, Pune",Pune,Maharashtra,56.91,26
2022,Overall,IR-O-U-0237,"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,56.74,27
2022,Overall,IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,56.16,28
2022,Overall,IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,55.85,29
2022,Overall,IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,55.42,30
2022,Overall,IR-O-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,55.13,31
2022,Overall,IR-O-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,55.1,32
2022,Overall,IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,54.85,33
2022,Overall,IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,54.35,34
2022,Overall,IR-O-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,54.29,35
2022,Overall,IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,53.99,36
2022,Overall,IR-O-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,Gujarat,53.92,37
2022,Overall,IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,53.87,38
2022,Overall,IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,53.77,39
2022,Overall,IR-O-U-0572,"Indian Institute of Science Education & Research, Kolkata",Mohanpur,West Bengal,52.35,40
2022,Overall,IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,51.23,41
2022,Overall,IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,51.07,42
2022,Overall,IR-O-U-0184,"Indian Institute of Technology, Mandi",Mandi,Himachal Pradesh,51.05,43
2022,Overall,IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,50.81,44
2022,Overall,IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,50.61,45
2022,Overall,IR-O-U-0027,Osmania University,Hyderabad,Telangana,50.6,46
2022,Overall,IR-O-U-0377,"Indian Institute of Science Education & Research, Mohali",Mohali,Punjab,50.55,47
2022,Overall,IR-O-U-0747,Chandigarh University,Mohali,Punjab,50.39,48
2022,Overall,IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,50.33,49
2022,Overall,IR-O-U-0458,Kalasalingam Academy of Research and Education,Srivilliputtur,Tamil Nadu,49.97,50
2022,Overall,IR-O-U-0262,"Mahatma Gandhi University, Kottayam",Kottayam,Kerala,49.89,51
2022,Overall,IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,49.87,52
2022,Overall,IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,49.73,53
2022,Overall,IR-O-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Puducherry,49.71,54
2022,Overall,IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,49.71,54
2022,Overall,IR-O-U-0235,Mysore University,Mysuru,Karnataka,49.71,54
2022,Overall,IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,49.65,57
2022,Overall,IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,49.54,58
2022,Overall,IR-O-U-0064,"Indian Institute of Technology, Patna",Patna,Bihar,49.47,59
2022,Overall,IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,49.31,60
2022,Overall,IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,49.29,61
2022,Overall,IR-O-U-0329,Symbiosis International,Pune,Maharashtra,49.22,62
2022,Overall,IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,49.03,63
2022,Overall,IR-O-U-0052,Gauhati University,Guwahati,Assam,48.98,64
2022,Overall,IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,48.46,65
2022,Overall,IR-O-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,48.45,66
2022,Overall,IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,48.09,67
2022,Overall,IR-O-U-0334,"Visvesvaraya National Institute of Technology, Nagpur",Nagpur,Maharashtra,48.05,68
2022,Overall,IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,48.02,69
2022,Overall,IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,48.01,70
2022,Overall,IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,47.97,71
2022,Overall,IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,47.9,72
2022,Overall,IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.72,73
2022,Overall,IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,47.5,74
2022,Overall,IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,47,75
2022,Overall,IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,46.76,76
2022,Overall,IR-O-U-0055,"National Institute of Technology, Silchar",Silchar,Assam,46.76,76
2022,Overall,IR-O-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,46.39,78
2022,Overall,IR-O-S-8909,Indian Institute of Management Kozhikode,Kozhikode,Kerala,46.36,79
2022,Overall,IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,46.31,80
2022,Overall,IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,46.15,81
2022,Overall,IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,46.14,82
2022,Overall,IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,46.08,83
2022,Overall,IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,45.98,84
2022,Overall,IR-O-U-0374,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Jalandhar,Punjab,45.85,85
2022,Overall,IR-O-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,45.81,86
2022,Overall,IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.8,87
2022,Overall,IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,45.77,88
2022,Overall,IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,45.68,89
2022,Overall,IR-O-U-0056,Tezpur University,Tezpur,Assam,45.59,90
2022,Overall,IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.27,91
2022,Overall,IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,45.21,92
2022,Overall,IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,45.11,93
2022,Overall,IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.94,94
2022,Overall,IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.73,95
2022,Overall,IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.69,96
2022,Overall,IR-O-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,44.65,97
2022,Overall,IR-O-U-0215,Bangalore University,Bangalore,Karnataka,44.53,98
2022,Overall,IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,44.52,99
2022,Overall,IR-O-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,44.35,100
2022,Medical,IR-D-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,91.6,1
2022,Medical,IR-D-U-0079,Post Graduate Institute of Medical Education and Research,Chandigarh,Chandigarh,79,2
2022,Medical,IR-D-C-45654,Christian Medical College,Vellore,Tamil Nadu,72.84,3
2022,Medical,IR-D-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,71.56,4
2022,Medical,IR-D-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,68.12,5
2022,Medical,IR-D-U-0368,Jawaharlal Institute of Post Graduate Medical Education & Research,Puducherry,Puducherry,67.64,6
2022,Medical,IR-D-N-33,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Lucknow,Uttar Pradesh,67.18,7
2022,Medical,IR-D-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,66.49,8
2022,Medical,IR-D-U-0266,"Sree Chitra Tirunal Institute for Medical Sciences and Technology, Thiruvananthapuram",Thiruvananthapuram,Kerala,65.17,9
2022,Medical,IR-D-C-7242,"Kasturba Medical College, Manipal",Manipal,Karnataka,63.89,10
2022,Medical,IR-D-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,61.68,11
2022,Medical,IR-D-C-49008,"Madras Medical College & Government General Hospital, Chennai",Chennai,Tamil Nadu,60.71,12
2022,Medical,IR-D-U-0106,Institute of Liver and Biliary Sciences,New Delhi,Delhi,58.79,13
2022,Medical,IR-D-C-40453,St. John's Medical College,Bengaluru,Karnataka,58.49,14
2022,Medical,IR-D-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,57.92,15
2022,Medical,IR-D-U-0689,All India Institute of Medical Sciences Jodhpur,Jodhpur,Rajasthan,57.47,16
2022,Medical,IR-D-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,57.41,17
2022,Medical,IR-D-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,57.21,18
2022,Medical,IR-D-C-32922,Vardhman Mahavir Medical College & Safdarjung Hospital,New Delhi,Delhi,57.15,19
2022,Medical,IR-D-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,57.05,20
2022,Medical,IR-D-C-16428,Institute of Post Graduate Medical Education & Research,Kolkata,West Bengal,57.02,21
2022,Medical,IR-D-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,56.19,22
2022,Medical,IR-D-C-6414,Maulana Azad Medical College,Delhi,Delhi,55.94,23
2022,Medical,IR-D-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,55.21,24
2022,Medical,IR-D-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,54.73,25
2022,Medical,IR-D-U-0688,All India Institute of Medical Sciences Bhubaneswar,Khordha,Odisha,54.71,26
2022,Medical,IR-D-C-29442,Govt. Medical College & Hospital,Chandigarh,Chandigarh,54.02,27
2022,Medical,IR-D-I-1409,University College of Medical Sciences,Delhi,Delhi,53.62,28
2022,Medical,IR-D-C-22461,Lady Hardinge Medical College,New Delhi,Delhi,53.44,29
2022,Medical,IR-D-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,53.05,30
2022,Medical,IR-D-C-7251,"Kasturba Medical College, Mangalore",Mangaluru,Karnataka,52.83,31
2022,Medical,IR-D-U-0168,Maharishi Markandeshwar,Ambala,Haryana,52.81,32
2022,Medical,IR-D-U-0107,Jamia Hamdard,New Delhi,Delhi,52.51,33
2022,Medical,IR-D-C-35009,"JSS Medical College, Mysore",Mysore,Karnataka,52.47,34
2022,Medical,IR-D-C-45515,"PSG Institute of Medical Sciences & Research, Coimbatore",Coimbatore,Tamil Nadu,52.44,35
2022,Medical,IR-D-C-29209,"Christian Medical College, Ludhiana",Ludhiana,Punjab,51.89,36
2022,Medical,IR-D-C-5838,Gujarat Cancer & Research Institute,Ahmadabad,Gujarat,50.87,37
2022,Medical,IR-D-C-40345,M. S. Ramaiah Medical College,Bengaluru,Karnataka,50.7,38
2022,Medical,IR-D-U-0451,Chettinad Academy of Research and Education,"Kelambakkam, Chengalpattu District",Tamil Nadu,50.35,39
2022,Medical,IR-D-C-29255,Dayanand Medical College,Ludhiana,Punjab,50.32,40
2022,Medical,IR-D-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,49.93,41
2022,Medical,IR-D-U-0311,"Krishna Institute of Medical Sciences Deemed University, Karad",Karad,Maharashtra,49.76,42
2022,Medical,IR-D-C-16424,Medical College,Kolkata,West Bengal,49.73,43
2022,Medical,IR-D-N-0158,SCB Medical College and Hospital,Cuttack,Odisha,49.02,44
2022,Medical,IR-D-U-0321,"Padmashree Dr. D. Y. Patil Vidyapeeth, Mumbai",Mumbai,Maharashtra,48.59,45
2022,Medical,IR-D-C-9435,Regional Institute of Medical Sciences,Imphal West,Manipur,48.21,46
2022,Medical,IR-D-C-47762,Mahatma Gandhi Medical College and Research Institute,Puducherry,Puducherry,48.05,47
2022,Medical,IR-D-U-0691,"All India Institute of Medical Sciences, Rishikesh",Rishikesh,Uttarakhand,47.98,48
2022,Medical,IR-D-U-0690,"All India Institute of Medical Sciences, Raipur",Raipur,Chhattisgarh,47.44,49
2022,Medical,IR-D-C-6051,B. J. Medical College,Ahmadabad,Gujarat,46.53,50
2022,Research,IR-R-U-0220,Indian Institute of Science,Bengaluru,Karnataka,88.62,1
2022,Research,IR-R-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,86.38,2
2022,Research,IR-R-I-1074,"Indian Institute of Technology, Delhi",New Delhi,Delhi,82.16,3
2022,Research,IR-R-U-0306,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,80.21,4
2022,Research,IR-R-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,74.05,5
2022,Research,IR-R-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,72.47,6
2022,Research,IR-R-U-0330,Tata Institute of Fundamental Research,Mumbai,Maharashtra,66.63,7
2022,Research,IR-R-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,Uttarakhand,66.29,8
2022,Research,IR-R-N-15,"All India Institute of Medical Sciences, Delhi",New Delhi,Delhi,62.48,9
2022,Research,IR-R-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,59.71,10
2022,Research,IR-R-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,58.65,11
2022,Research,IR-R-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,57.96,12
2022,Research,IR-R-U-0575,Jadavpur University,Kolkata,West Bengal,56.81,13
2022,Research,IR-R-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,56.75,14
2022,Research,IR-R-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,55.61,15
2022,Research,IR-R-U-0120,University of Delhi,Delhi,Delhi,55.51,16
2022,Research,IR-R-U-0305,"Indian Institute of Science Education & Research, Pune",Pune,Maharashtra,55.39,17
2022,Research,IR-R-U-0713,Academy of Scientific & Innovative Research,Ghaziabad,Uttar Pradesh,53.21,18
2022,Research,IR-R-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,53.14,19
2022,Research,IR-R-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,53.07,20
2022,Research,IR-R-U-0439,Anna University,Chennai,Tamil Nadu,52.85,21
2022,Research,IR-R-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,51.18,22
2022,Research,IR-R-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,51.14,23
2022,Research,IR-R-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,50.94,24
2022,Research,IR-R-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,50.81,25
2022,Research,IR-R-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,50.73,26
2022,Research,IR-R-U-0042,University of Hyderabad,Hyderabad,Telangana,50.52,27
2022,Research,IR-R-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,50.16,28
2022,Research,IR-R-U-0078,Panjab University,Chandigarh,Chandigarh,50.15,29
2022,Research,IR-R-U-0234,"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,49.96,30
2022,Research,IR-R-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,49.42,31
2022,Research,IR-R-U-0572,"Indian Institute of Science Education & Research, Kolkata",Mohanpur,West Bengal,48.08,32
2022,Research,IR-R-U-0391,Birla Institute of Technology & Science - Pilani,Pilani,Rajasthan,47.65,33
2022,Research,IR-R-U-0139,"Indian Institute of Technology, Gandhinagar",Gandhinagar,Gujarat,47.3,34
2022,Research,IR-R-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,46.38,35
2022,Research,IR-R-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,46,36
2022,Research,IR-R-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,44.09,37
2022,Research,IR-R-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,42.13,38
2022,Research,IR-R-U-0184,"Indian Institute of Technology, Mandi",Mandi,Himachal Pradesh,41.92,39
2022,Research,IR-R-U-0584,"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,41.36,40
2022,Research,IR-R-U-0064,"Indian Institute of Technology, Patna",Patna,Bihar,41.19,41
2022,Research,IR-R-U-0236,"National Institute of Mental Health & Neuro Sciences, Bangalore",Bangalore,Karnataka,41.14,42
2022,Research,IR-R-U-0435,Alagappa University,Karaikudi,Tamil Nadu,41,43
2022,Research,IR-R-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,40.4,44
2022,Research,IR-R-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,40.06,45
2022,Research,IR-R-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,39.82,46
2022,Research,IR-R-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,39.64,47
2022,Research,IR-R-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,39.58,48
2022,Research,IR-R-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,39.51,49
2022,Research,IR-R-U-0055,"National Institute of Technology, Silchar",Silchar,Assam,38.67,50
2022,Management,IR-M-S-8890,Indian Institute of Management Ahmedabad,Ahmedabad,Gujarat,83.35,1
2022,Management,IR-M-S-8903,Indian Institute of Management Bangalore,Bengaluru,Karnataka,82.62,2
2022,Management,IR-M-S-8972,Indian Institute of Management Calcutta,Kolkata,West Bengal,78.64,3
2022,Management,IR-M-I-1074,"Indian Institute of Technology, Delhi",New Delhi,Delhi,75.1,4
2022,Management,IR-M-S-8909,Indian Institute of Management Kozhikode,Kozhikode,Kerala,74.74,5
2022,Management,IR-M-S-8959,Indian Institute of Management Lucknow,Lucknow,Uttar Pradesh,74.55,6
2022,Management,IR-M-S-8918,Indian Institute of Management Indore,Indore,Madhya Pradesh,70.66,7
2022,Management,IR-M-S-132,XLRI - Xavier School of Management,Jamshedpur,Jharkhand,69.67,8
2022,Management,IR-M-S-8931,"National Institute of Industrial Engineering, Mumbai",Mumbai,Maharashtra,68.84,9
2022,Management,IR-M-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,66.6,10
2022,Management,IR-M-U-0306,"Indian Institute of Technology, Bombay",Mumbai,Maharashtra,66.24,11
2022,Management,IR-M-U-0573,"Indian Institute of Technology, Kharagpur",Kharagpur,West Bengal,65.15,12
2022,Management,IR-M-I-1170,Management Development Institute,Gurugram,Haryana,64.7,13
2022,Management,IR-M-S-8868,Indian Institute of Management Raipur,Raipur,Chhattisgarh,63.57,14
2022,Management,IR-M-S-8904,Indian Institute of Management Ranchi,Ranchi,Jharkhand,62.33,15
2022,Management,IR-M-S-8895,Indian Institute of Management Rohtak,Rohtak,Haryana,62.2,16
2022,Management,IR-M-C-19343,Symbiosis Institute of Business Management,Pune,Maharashtra,61.97,17
2022,Management,IR-M-S-8948,Indian Institute of Management Tiruchirappalli,Tiruchirappalli,Tamil Nadu,61.88,18
2022,Management,IR-M-U-0560,"Indian Institute of Technology, Roorkee",Roorkee,Uttarakhand,61.76,19
2022,Management,IR-M-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,61.2,20
2022,Management,IR-M-I-1044,S. P. Jain Institute of Management & Research,Mumbai,Maharashtra,59.51,21
2022,Management,IR-M-S-8942,Indian Institute of Management Udaipur,Udaipur,Rajasthan,59.28,22
2022,Management,IR-M-S-8967,Indian Institute of Management Kashipur,Kashipur,Uttarakhand,59.06,23
2022,Management,IR-M-U-0102,Indian Institute of Foreign Trade,New Delhi,Delhi,58.31,24
2022,Management,IR-M-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,58.14,25
2022,Management,IR-M-S-8937,Indian Institute of Management Shillong,Shillong,Meghalaya,57.84,26
2022,Management,IR-M-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,57.83,27
2022,Management,IR-M-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,57.43,28
2022,Management,IR-M-U-0108,"Jamia Millia Islamia, New Delhi",New Delhi,Delhi,56.44,29
2022,Management,IR-M-I-1064,International Management Institute,New Delhi,Delhi,55,30
2022,Management,IR-M-N-16,Great Lakes Institute of Management,Chennai,Tamil Nadu,54.9,31
2022,Management,IR-M-U-0012,"ICFAI Foundation for Higher Education, Hyderabad",Hyderabad,Telangana,54.88,32
2022,Management,IR-M-U-1007,Indian Institute of Management Visakhapatnam,Visakhapatnam,Andhra Pradesh,54.36,33
2022,Management,IR-M-U-0379,Lovely Professional University,Phagwara,Punjab,54.3,34
2022,Management,IR-M-U-0715,XIM University,Bhubaneswar,Odisha,54.1,35
2022,Management,IR-M-S-87,GOA Institute of Management,Sanquelim,Goa,53.58,36
2022,Management,IR-M-U-1004,Indian Institute of Management Jammu (IIMJ),Jammu,Jammu and Kashmir,53.58,36
2022,Management,IR-M-S-156,T. A. Pai Management Institute Manipal,Manipal,Karnataka,53.57,38
2022,Management,IR-M-U-0467,"National Institute of Technology, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,53.54,39
2022,Management,IR-M-U-0747,Chandigarh University,Mohali,Punjab,53.23,40
2022,Management,IR-M-U-0564,University of Petroleum and Energy Studies,Dehradun,Uttarakhand,53.22,41
2022,Management,IR-M-S-14875,MICA,Ahmedabad,Gujarat,52.86,42
2022,Management,IR-M-S-15962,Indian Institute of Management,Nagpur,Maharashtra,52.84,43
2022,Management,IR-M-S-394,"Institute of Management Technology, Ghaziabad",Ghaziabad,Uttar Pradesh,52.12,44
2022,Management,IR-M-U-0146,Nirma University,Ahmedabad,Gujarat,52,45
2022,Management,IR-M-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,51.49,46
2022,Management,IR-M-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,51.27,47
2022,Management,IR-M-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.88,48
2022,Management,IR-M-U-0439,Anna University,Chennai,Tamil Nadu,50.72,49
2022,Management,IR-M-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,50.64,50
2022,Management,IR-M-S-3283,Jaipuria Institute of Management,Noida,Uttar Pradesh,50.41,51
2022,Management,IR-M-S-17295,"Great Lakes Institute of Management,Gurgaon",Gurgaon,Haryana,50.35,52
2022,Management,IR-M-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,50.11,53
2022,Management,IR-M-U-0735,BML Munjal University,Gurgaon,Haryana,49.9,54
2022,Management,IR-M-S-16881,"Indian Institute of Management, Amritsar",Amritsar,Punjab,49.88,55
2022,Management,IR-M-S-354,Birla Institute of Management Technology,Greater Noida,Uttar Pradesh,49.72,56
2022,Management,IR-M-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,49.7,57
2022,Management,IR-M-S-92,Institute of Rural Management Anand,Anand,Gujarat,49.67,58
2022,Management,IR-M-I-1408,"Intenational Management Institute, Kolkata",Kolkata,West Bengal,49.01,59
2022,Management,IR-M-I-1066,Fore School of Management,New Delhi,Delhi,48.93,60
2022,Management,IR-M-I-1238,Krea University,"Sri City, Chittoor",Andhra Pradesh,48.93,60
2022,Management,IR-M-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,48.56,62
2022,Management,IR-M-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,48.08,63
2022,Management,IR-M-U-0267,Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,47.73,64
2022,Management,IR-M-U-0555,Graphic Era University,Dehradun,Uttarakhand,47.31,65
2022,Management,IR-M-S-6,Indian Institute of Management Sambalpur,Sambalpur,Odisha,47.11,66
2022,Management,IR-M-U-0078,Panjab University,Chandigarh,Chandigarh,46.89,67
2022,Management,IR-M-C-34129,Principal L N Welingkar Institute of Management Development and Research,Mumbai,Maharashtra,46.76,68
2022,Management,IR-M-S-15911,Indian Institute of Management Sirmaur,Sirmaur,Himachal Pradesh,46.46,69
2022,Management,IR-M-I-1124,"International Management Institute, Bhubaneswar",Bhubaneswar,Odisha,46.41,70
2022,Management,IR-M-S-220,K.J.Somaiya Institute of Management,Mumbai,Maharashtra,46.31,71
2022,Management,IR-M-U-0217,Christ University,Bengaluru,Karnataka,46.29,72
2022,Management,IR-M-U-1006,Indian Institute of Management Bodh Gaya,Gaya,Bihar,45.82,73
2022,Management,IR-M-S-164,Rajagiri Business School,Cochin,Kerala,45.79,74
2022,Management,IR-M-I-1132,Institute of Management Technology,Hyderabad,Telangana,45.18,75
2022,Management,IR-M-U-0249,Visvesvaraya Technological University,Belgaum,Karnataka,45.15,76
2022,Management,IR-M-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,45.13,77
2022,Management,IR-M-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,44.88,78
2022,Management,IR-M-S-419,"Jaipuria Institute of Management, Lucknow",Lucknow,Uttar Pradesh,44.88,78
2022,Management,IR-M-U-0373,Chitkara University,Rajpura,Punjab,44.74,80
2022,Management,IR-M-S-309,Jaipuria Institute of Management,Jaipur,Rajasthan,44.69,81
2022,Management,IR-M-C-32855,Jagan Institute of Management Studies,Delhi,Delhi,44.49,82
2022,Management,IR-M-N-4,Bharathidasan Institute of Management,Tiruchirappalli,Tamil Nadu,44.47,83
2022,Management,IR-M-U-0263,"National Institute of Technology, Calicut",Kozhikode,Kerala,44.3,84
2022,Management,IR-M-U-0749,"Manipal University, Jaipur",Jaipur,Rajasthan,44.07,85
2022,Management,IR-M-S-331,Loyola Institute of Business Administration,Chennai,Tamil Nadu,44.02,86
2022,Management,IR-M-U-0498,Babasheb Bhimrao Ambedkar University,Lucknow,Uttar Pradesh,43.97,87
2022,Management,IR-M-U-0507,Dayalbagh Educational Institute,Agra,Uttar Pradesh,43.95,88
2022,Management,IR-M-U-0147,Pandit Deendayal Energy University,Gandhinagar,Gujarat,43.77,89
2022,Management,IR-M-U-0851,IIHMR University,Jaipur,Rajasthan,43.68,90
2022,Management,IR-M-I-1144,Pune Institute of Business Management,Pune,Maharashtra,43.63,91
2022,Management,IR-M-U-0155,"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,42.68,92
2022,Management,IR-M-U-0643,Galgotias University,Gautam Budh Nagar,Uttar Pradesh,42.63,93
2022,Management,IR-M-U-0042,University of Hyderabad,Hyderabad,Telangana,42.62,94
2022,Management,IR-M-I-1048,"Institute of Management Technology, Nagpur",Nagpur,Maharashtra,42.61,95
2022,Management,IR-M-U-0223,"Jain University, Bangalore",Bengluru,Karnataka,42.48,96
2022,Management,IR-M-C-36557,Thiagarajar School of Management,Madurai,Tamil Nadu,42.48,96
2022,Management,IR-M-U-0213,Alliance University,Bengaluru,Karnataka,42.18,98
